medicine_name,used_for
Albendazole 59,पेट के कीड़ों के इलाज के लिए
Chlorpheniramine 59,"सर्दी, खांसी और एलर्जी के लिए"
Vitamin D 59,हड्डियों की मजबूती के लिए
Calcium 59,हड्डियों और दाँतों की मजबूती के लिए
Multivitamin 59,शारीरिक कमजोरी और थकान में उपयोगी
Salbutamol 59,दमा और सांस की तकलीफ में राहत
Betadine 59,घावों को साफ़ करने के लिए
Domperidone 59,उल्टी और मतली में राहत के लिए
Diclofenac 59,दर्द और सूजन में उपयोगी
Paracetamol 60,बुखार और हल्के दर्द में उपयोगी
Amoxicillin 60,जीवाणु संक्रमण के इलाज में उपयोगी
Ibuprofen 60,सूजन और दर्द में राहत के लिए
Ciprofloxacin 60,संक्रमण के इलाज में उपयोगी
Metronidazole 60,दस्त और संक्रमण में उपयोगी
